run,c8_over_f4_TeV4,c6_over_f2_TeV2,observable,no_daisy,with_daisy,relative_difference
run05,2.0,3.173737373737373,alpha,0.032591317695146,0.0293515480051031,-0.09940591295961668
run05,2.0,3.1777777777777776,alpha,0.0329893066848825,0.0296673828736535,-0.10069698775304327
run05,2.0,3.1818181818181817,alpha,0.0333673133155693,0.0300201845425056,-0.10031160559462603
run05,2.0,3.1858585858585857,alpha,0.0337667669446622,0.0303574116795005,-0.10096777315841447
run05,2.0,3.18989898989899,alpha,0.0341874381245754,0.0306912323137829,-0.10226580295524615
run05,2.0,3.193939393939394,alpha,0.0345902854152521,0.0310723773605194,-0.1017021979582027
run05,2.0,3.197979797979798,alpha,0.0349829043187369,0.0314384708313003,-0.10131901728748671
run05,2.0,3.202020202020202,alpha,0.0353996799565653,0.0318162965063016,-0.10122643635932425
run05,2.0,3.206060606060606,alpha,0.0358410999135206,0.032171832557967,-0.1023759696105033
run05,2.0,3.21010101010101,alpha,0.0362988900239246,0.0326405029431947,-0.10078509503510047
run05,2.0,3.214141414141414,alpha,0.0366733639914177,0.0329841835765183,-0.10059563708861674
run05,2.0,3.2181818181818183,alpha,0.0371798125585251,0.0334131010924647,-0.10131066314901886
run05,2.0,3.2222222222222223,alpha,0.0376388400358449,0.0338411466222035,-0.10089825855485225
run05,2.0,3.2262626262626264,alpha,0.0381072414599343,0.0342634235241425,-0.1008684383474244
run05,2.0,3.2303030303030305,alpha,0.038699044351499,0.0347161016270427,-0.10292095815802796
run05,2.0,3.234343434343434,alpha,0.0391969730415042,0.0351731808078125,-0.10265568796424801
run05,2.0,3.238383838383838,alpha,0.0397173875123193,0.0356292062045212,-0.10293177783987048
run05,2.0,3.242424242424242,alpha,0.0402390849608809,0.0360282090427395,-0.10464641336240804
run05,2.0,3.2464646464646463,alpha,0.0407992289617334,0.03653457639477,-0.10452777357541053
run05,2.0,3.2505050505050503,alpha,0.0413809715325105,0.0370406779083892,-0.10488621855365081
run05,2.0,3.2545454545454544,alpha,0.0419590752409562,0.0375687916878337,-0.10463251460883367
run05,2.0,3.2585858585858585,alpha,0.0425517467262143,0.0380850597632873,-0.10497070758731665
run05,2.0,3.2626262626262625,alpha,0.0431605880169854,0.0386763249763836,-0.1038971720875783
run05,2.0,3.2666666666666666,alpha,0.0437882471945883,0.0391376246301892,-0.10620709579290623
run05,2.0,3.2707070707070707,alpha,0.0444304889366575,0.0396857403115142,-0.10679037612905111
run05,2.0,3.2747474747474747,alpha,0.04511407695179,0.0403038121614091,-0.1066244754496753
