quantity,value
label,results_eft68_c6f21_c8f40_f1000_mh125_Glauber_C3p46833_Lambda1000
model_parameters.c6_over_f2_TeV2,1.0
model_parameters.c8_over_f4_TeV4,0.0
model_parameters.f_GeV,1000.0
model_parameters.m_h,125.0
model_parameters.v,246.0
model_parameters.m_w,80.36
model_parameters.m_z,91.19
model_parameters.m_t,173.1
model_parameters.use_glauber_measure,True
model_parameters.C_glauber,3.4683333333333333
model_parameters.Lambda_glauber,1000.0
derived_tree_coefficients.glauber_scheme,counterterm_subtracted
derived_tree_coefficients.lambda_tree,0.03832408976138542
derived_tree_coefficients.mu2_tree_GeV2,5065.860308
derived_tree_coefficients.a0_mean_field,0.3544382334093464
derived_tree_coefficients.glauber_t0,0.20988966
derived_tree_coefficients.glauber_lambda_shift,0.0
derived_tree_coefficients.glauber_mu2_shift_after_lambda_GeV2,0.0
derived_tree_coefficients.lambda_tree_raw_glauber_equivalent,-0.4497732405348626
derived_tree_coefficients.mu2_tree_raw_glauber_equivalent_GeV2,86720.11255903519
derived_tree_coefficients.combo_TeV2,2.0
scan_parameters.T_min,1.0
scan_parameters.T_max,250.0
scan_parameters.phi_scan_range,"(-10.0, 536.9570948151006)"
scan_parameters.n_phi_scan,1200
scan_parameters.n_T_seeds,3
scan_parameters.deltaX_target,0.1
scan_parameters.x_eps,0.001
scan_parameters.T_eps,0.01
scan_parameters.deriv_order,4
scan_parameters.phitol,0.0001
scan_parameters.overlapAngle,45.0
scan_parameters.Tn_Ttol,0.01
scan_parameters.Tn_maxiter,160
scan_parameters.include_zeroT_loops,True
scan_parameters.include_scalar_loops,True
scan_parameters.include_thermal,True
scan_parameters.include_scalar_thermal,True
scan_parameters.include_daisy,False
scan_parameters.renormalize_zeroT_loops,True
scan_parameters.thermal_approx,spline
key_temperatures.Tn,51.7711518210384
key_temperatures.Tc,78.29132876518426
key_temperatures.Ts_false,27.29858242186928
key_temperatures.Ts_true,91.65691210937474
key_temperatures.S_at_Tn,7248.691293627323
key_temperatures.S_over_Tn,140.01410126404895
key_temperatures.false_phase_key,1
key_temperatures.true_phase_key,0
key_temperatures.phi_false_Tn,-0.0003220557184252728
key_temperatures.phi_true_Tn,242.23132161460336
key_temperatures.vTn_over_Tn,4.678886080262311
key_temperatures.Tc_minus_Tn_over_Tc,0.33873709084292924
gw_scales.gw_T_star_GeV,51.7711518210384
gw_scales.gw_alpha,0.13231009122079934
gw_scales.gw_beta_over_H,322.0051202175327
gw_scales.gw_v_w,1.0
gw_scales.gw_g_star,106.75
gw_peaks.sw.f_peak_mHz,3.1836044219090054
gw_peaks.sw.f_peak_Hz,0.0031836044219090056
gw_peaks.sw.omega_peak,1.2942994658097617e-13
gw_peaks.turb.f_peak_mHz,5.450634229228843
gw_peaks.turb.f_peak_Hz,0.005450634229228843
gw_peaks.turb.omega_peak,9.4044836705383e-18
gw_peaks.coll.f_peak_mHz,nan
gw_peaks.coll.f_peak_Hz,nan
gw_peaks.coll.omega_peak,nan
gw_peaks.total.f_peak_mHz,3.1836044219090054
gw_peaks.total.f_peak_Hz,0.0031836044219090056
gw_peaks.total.omega_peak,1.294381809643305e-13
gw_run_parameters.g_star,106.75
gw_run_parameters.v_w,1.0
gw_run_parameters.epsilon_turb,1.0
gw_run_parameters.frequency_unit,mHz
S3,7248.83383371041
S3_over_T,140.01685453644242
bounce_diagnostics.label,results_eft68_c6f21_c8f40_f1000_mh125_Glauber_C3p46833_Lambda1000
bounce_diagnostics.C,nan
bounce_diagnostics.Lambda_GeV,nan
bounce_diagnostics.finiteT,
bounce_diagnostics.temperature_GeV,nan
bounce_diagnostics.phi_metaMin,-0.0003220557184252728
bounce_diagnostics.phi_absMin,242.23132161460336
bounce_diagnostics.phi_bar,107.67395169832787
bounce_diagnostics.phi_top,74.63951872083435
bounce_diagnostics.V(phi_meta),-20650628.37594848
bounce_diagnostics.V(phi_true),-45438981.70566226
bounce_diagnostics.V(phi_top),-19792274.02899464
bounce_diagnostics.DeltaV_true_minus_meta,-24788353.329713777
bounce_diagnostics.r0,3.2889840976745398e-06
bounce_diagnostics.phi0,228.63990491369813
bounce_diagnostics.dphi0,-0.16620845364643327
bounce_diagnostics.rscale_cubic,0.032889840976745396
bounce_diagnostics.rscale_curv,0.029666535139402598
bounce_diagnostics.wall_r_hi,0.10041361490430081
bounce_diagnostics.wall_thickness,0.08127766390243099
bounce_diagnostics.S_total,7248.83383371041
bounce_diagnostics.S_kin,10865.649478500183
bounce_diagnostics.S_pot,-3616.8156447897723
