quantity,value
label,results_eft68_c6f23p35833_c8f40_f1000_mh125_Glauber_C1_Lambda1000
model_parameters.c6_over_f2_TeV2,3.3583333333333334
model_parameters.c8_over_f4_TeV4,0.0
model_parameters.f_GeV,1000.0
model_parameters.m_h,125.0
model_parameters.v,246.0
model_parameters.m_w,80.36
model_parameters.m_z,91.19
model_parameters.m_t,173.1
model_parameters.use_glauber_measure,True
model_parameters.C_glauber,1.0
model_parameters.Lambda_glauber,1000.0
derived_tree_coefficients.glauber_scheme,counterterm_subtracted
derived_tree_coefficients.lambda_tree,-0.17575126023861454
derived_tree_coefficients.mu2_tree_GeV2,-1411.6316322999974
derived_tree_coefficients.a0_mean_field,0.2474005584093464
derived_tree_coefficients.glauber_t0,0.060516
derived_tree_coefficients.glauber_lambda_shift,0.0
derived_tree_coefficients.glauber_mu2_shift_after_lambda_GeV2,0.0
derived_tree_coefficients.lambda_tree_raw_glauber_equivalent,-0.20444991150277783
derived_tree_coefficients.mu2_tree_raw_glauber_equivalent_GeV2,23813.564472059094
derived_tree_coefficients.combo_TeV2,6.716666666666667
scan_parameters.T_min,1.0
scan_parameters.T_max,250.0
scan_parameters.phi_scan_range,"(-10.0, 1000.0)"
scan_parameters.n_phi_scan,1200
scan_parameters.n_T_seeds,3
scan_parameters.deltaX_target,0.1
scan_parameters.x_eps,0.001
scan_parameters.T_eps,0.01
scan_parameters.deriv_order,4
scan_parameters.phitol,0.0001
scan_parameters.overlapAngle,45.0
scan_parameters.Tn_Ttol,0.01
scan_parameters.Tn_maxiter,160
scan_parameters.include_zeroT_loops,True
scan_parameters.include_scalar_loops,True
scan_parameters.include_thermal,True
scan_parameters.include_scalar_thermal,True
scan_parameters.include_daisy,False
scan_parameters.renormalize_zeroT_loops,True
scan_parameters.thermal_approx,spline
key_temperatures.Tn,70.48169931230917
key_temperatures.Tc,89.65313953205097
key_temperatures.Ts_false,33.82233378905643
key_temperatures.Ts_true,93.81231835937469
key_temperatures.S_at_Tn,9868.278793099636
key_temperatures.S_over_Tn,140.01193060588147
key_temperatures.false_phase_key,2
key_temperatures.true_phase_key,0
key_temperatures.phi_false_Tn,-0.00018776620009209252
key_temperatures.phi_true_Tn,233.8540955217345
key_temperatures.vTn_over_Tn,3.3179406541478405
key_temperatures.Tc_minus_Tn_over_Tc,0.21384014346634245
gw_scales.gw_T_star_GeV,70.48169931230917
gw_scales.gw_alpha,0.04045172619808026
