quantity,value
label,results_eft68_c6f22_c8f40_f1000_mh125_Glauber_C2p805_Lambda1000
model_parameters.c6_over_f2_TeV2,2.0
model_parameters.c8_over_f4_TeV4,0.0
model_parameters.f_GeV,1000.0
model_parameters.m_h,125.0
model_parameters.v,246.0
model_parameters.m_w,80.36
model_parameters.m_z,91.19
model_parameters.m_t,173.1
model_parameters.use_glauber_measure,True
model_parameters.C_glauber,2.805
model_parameters.Lambda_glauber,1000.0
derived_tree_coefficients.glauber_scheme,counterterm_subtracted
derived_tree_coefficients.lambda_tree,-0.05244991023861459
derived_tree_coefficients.mu2_tree_GeV2,2319.220616
derived_tree_coefficients.a0_mean_field,0.30905123340934637
derived_tree_coefficients.glauber_t0,0.16974738
derived_tree_coefficients.glauber_lambda_shift,0.0
derived_tree_coefficients.glauber_mu2_shift_after_lambda_GeV2,0.0
derived_tree_coefficients.lambda_tree_raw_glauber_equivalent,-0.3415748031668807
derived_tree_coefficients.mu2_tree_raw_glauber_equivalent_GeV2,70400.68471352539
derived_tree_coefficients.combo_TeV2,4.0
scan_parameters.T_min,1.0
scan_parameters.T_max,250.0
scan_parameters.phi_scan_range,"(-10.0, 597.0814340265321)"
scan_parameters.n_phi_scan,1200
scan_parameters.n_T_seeds,3
scan_parameters.deltaX_target,0.1
scan_parameters.x_eps,0.001
scan_parameters.T_eps,0.01
scan_parameters.deriv_order,4
scan_parameters.phitol,0.0001
scan_parameters.overlapAngle,45.0
scan_parameters.Tn_Ttol,0.01
scan_parameters.Tn_maxiter,160
scan_parameters.include_zeroT_loops,True
scan_parameters.include_scalar_loops,True
scan_parameters.include_thermal,True
scan_parameters.include_scalar_thermal,True
scan_parameters.include_daisy,False
scan_parameters.renormalize_zeroT_loops,True
scan_parameters.thermal_approx,spline
key_temperatures.Tn,74.55315964567663
key_temperatures.Tc,88.7009694818295
key_temperatures.Ts_false,55.21055839843316
key_temperatures.Ts_true,96.73174609374962
key_temperatures.S_at_Tn,10435.591946371842
key_temperatures.S_over_Tn,139.9751800724251
key_temperatures.false_phase_key,1
key_temperatures.true_phase_key,0
key_temperatures.phi_false_Tn,-0.00023934162766952102
key_temperatures.phi_true_Tn,231.25857384781054
key_temperatures.vTn_over_Tn,3.1019285426251058
key_temperatures.Tc_minus_Tn_over_Tc,0.15950005866678907
gw_scales.gw_T_star_GeV,74.55315964567663
gw_scales.gw_alpha,0.03270573417844979
gw_scales.gw_beta_over_H,1100.363616949347
gw_scales.gw_v_w,1.0
gw_scales.gw_g_star,106.75
gw_peaks.sw.f_peak_mHz,15.733693738950372
gw_peaks.sw.f_peak_Hz,0.015733693738950373
gw_peaks.sw.omega_peak,2.768654425085148e-16
gw_peaks.turb.f_peak_mHz,26.937583405636264
gw_peaks.turb.f_peak_Hz,0.026937583405636265
gw_peaks.turb.omega_peak,2.01161621184207e-20
gw_peaks.coll.f_peak_mHz,nan
gw_peaks.coll.f_peak_Hz,nan
gw_peaks.coll.omega_peak,nan
gw_peaks.total.f_peak_mHz,15.733693738950372
gw_peaks.total.f_peak_Hz,0.015733693738950373
gw_peaks.total.omega_peak,2.768830927598228e-16
gw_run_parameters.g_star,106.75
gw_run_parameters.v_w,1.0
gw_run_parameters.epsilon_turb,1.0
gw_run_parameters.frequency_unit,mHz
S3,10435.529439937898
S3_over_T,139.97434165814136
bounce_diagnostics.label,results_eft68_c6f22_c8f40_f1000_mh125_Glauber_C2p805_Lambda1000
bounce_diagnostics.C,nan
bounce_diagnostics.Lambda_GeV,nan
bounce_diagnostics.finiteT,
bounce_diagnostics.temperature_GeV,nan
bounce_diagnostics.phi_metaMin,-0.00023934162766952102
bounce_diagnostics.phi_absMin,231.25857384781054
bounce_diagnostics.phi_bar,116.86551556657871
bounce_diagnostics.phi_top,79.45389331335177
bounce_diagnostics.V(phi_meta),-81710786.54833604
bounce_diagnostics.V(phi_true),-97643036.44093336
bounce_diagnostics.V(phi_top),-80591687.94113496
bounce_diagnostics.DeltaV_true_minus_meta,-15932249.892597318
bounce_diagnostics.r0,3.0662438371254833e-06
bounce_diagnostics.phi0,225.1711347401816
bounce_diagnostics.dphi0,-0.057655458768930336
bounce_diagnostics.rscale_cubic,0.030662438371254833
bounce_diagnostics.rscale_curv,0.02901753588697361
bounce_diagnostics.wall_r_hi,0.1164272355021782
bounce_diagnostics.wall_thickness,0.08201460956784223
bounce_diagnostics.S_total,10435.529439937898
bounce_diagnostics.S_kin,15648.49439268724
bounce_diagnostics.S_pot,-5212.964952749346
bounce_diagnostics.S_interior,0.0
bounce_diagnostics.S3_over_T,nan
bounce_diagnostics.beta_rscale,32.61319233298392
bounce_diagnostics.beta_curvature,34.46192716197138
bounce_diagnostics.beta_wall,12.192949588729103
bounce_diagnostics.Tn_from_transitionFinder_GeV,74.55315964567663
bounce_diagnostics.Tc_from_transitionFinder_GeV,88.7009694818295
bounce_diagnostics.T_spinodal_high_GeV,nan
bounce_diagnostics.T_spinodal_low_GeV,nan
bounce_diagnostics.gw_T_star_GeV,74.55315964567663
bounce_diagnostics.gw_alpha,0.03270573417844979
bounce_diagnostics.gw_beta_over_H,1100.363616949347
bounce_diagnostics.gw_R_star_times_H,nan
bounce_diagnostics.gw_Gamma_Tstar_GeV4,nan
bounce_diagnostics.gw_dT_for_beta_GeV,nan
bounce_diagnostics.gw_f_sw_peak_Hz,nan
bounce_diagnostics.gw_f_turb_peak_Hz,nan
bounce_diagnostics.gw_f_coll_peak_Hz,nan
bounce_diagnostics.gw_g_star,106.75
bounce_diagnostics.gw_v_w,1.0
bounce_diagnostics.omega_sw_peak,nan
bounce_diagnostics.omega_turb_peak,nan
bounce_diagnostics.omega_coll_peak,nan
bounce_diagnostics.omega_tot_peak,nan
