quantity,value
label,results_eft68_c6f21p25_c8f45_f1000_mh125_Glauber_C3p2_Lambda1000
model_parameters.c6_over_f2_TeV2,1.25
model_parameters.c8_over_f4_TeV4,5.0
model_parameters.f_GeV,1000.0
model_parameters.m_h,125.0
model_parameters.v,246.0
model_parameters.m_w,80.36
model_parameters.m_z,91.19
model_parameters.m_t,173.1
model_parameters.use_glauber_measure,True
model_parameters.C_glauber,3.2
model_parameters.Lambda_glauber,1000.0
derived_tree_coefficients.glauber_scheme,counterterm_subtracted
derived_tree_coefficients.lambda_tree,-0.01183580715861456
derived_tree_coefficients.mu2_tree_GeV2,3271.096067659521
derived_tree_coefficients.a0_mean_field,0.32935828494934644
derived_tree_coefficients.glauber_t0,0.19365120000000002
derived_tree_coefficients.glauber_lambda_shift,0.0
derived_tree_coefficients.glauber_mu2_shift_after_lambda_GeV2,0.0
derived_tree_coefficients.lambda_tree_raw_glauber_equivalent,-0.41076363473578303
derived_tree_coefficients.mu2_tree_raw_glauber_equivalent_GeV2,79653.0093582048
derived_tree_coefficients.combo_TeV2,3.40774
scan_parameters.T_min,1.0
scan_parameters.T_max,250.0
scan_parameters.phi_scan_range,"(-10.0, 559.0169943749474)"
scan_parameters.n_phi_scan,1200
scan_parameters.n_T_seeds,3
scan_parameters.deltaX_target,0.1
scan_parameters.x_eps,0.001
scan_parameters.T_eps,0.01
scan_parameters.deriv_order,4
scan_parameters.phitol,0.0001
scan_parameters.overlapAngle,45.0
scan_parameters.Tn_Ttol,0.01
scan_parameters.Tn_maxiter,160
scan_parameters.include_zeroT_loops,True
scan_parameters.include_scalar_loops,True
scan_parameters.include_thermal,True
scan_parameters.include_scalar_thermal,True
scan_parameters.include_daisy,False
scan_parameters.renormalize_zeroT_loops,True
scan_parameters.thermal_approx,spline
key_temperatures.Tn,51.27394186668408
key_temperatures.Tc,79.14771127124554
key_temperatures.Ts_false,24.06644570311939
key_temperatures.Ts_true,92.14713085937474
key_temperatures.S_at_Tn,7178.476943689529
key_temperatures.S_over_Tn,140.00243949166386
key_temperatures.false_phase_key,1
key_temperatures.true_phase_key,0
key_temperatures.phi_false_Tn,-0.0003303453206285455
key_temperatures.phi_true_Tn,242.30966519838424
key_temperatures.vTn_over_Tn,4.725785776884615
key_temperatures.Tc_minus_Tn_over_Tc,0.352174042140471
gw_scales.gw_T_star_GeV,51.27394186668408
gw_scales.gw_alpha,0.13627869532842138
gw_scales.gw_beta_over_H,299.8459477489087
gw_scales.gw_v_w,1.0
gw_scales.gw_g_star,106.75
gw_peaks.sw.f_peak_mHz,2.948206945399453
gw_peaks.sw.f_peak_Hz,0.002948206945399453
gw_peaks.sw.omega_peak,1.6050710037859046e-13
gw_peaks.turb.f_peak_mHz,5.047611311523601
gw_peaks.turb.f_peak_Hz,0.005047611311523602
gw_peaks.turb.omega_peak,1.166194799428529e-17
