quantity,value
label,results_eft68_c6f23p20808_c8f40_f1000_mh125_Glauber_off
model_parameters.c6_over_f2_TeV2,3.2080808080808083
model_parameters.c8_over_f4_TeV4,0.0
model_parameters.f_GeV,1000.0
model_parameters.m_h,125.0
model_parameters.v,246.0
model_parameters.m_w,80.36
model_parameters.m_z,91.19
model_parameters.m_t,173.1
model_parameters.use_glauber_measure,False
model_parameters.C_glauber,0.0
model_parameters.Lambda_glauber,1000.0
derived_tree_coefficients.glauber_scheme,counterterm_subtracted
derived_tree_coefficients.lambda_tree,-0.16211223751134185
derived_tree_coefficients.mu2_tree_GeV2,-998.9420826181795
derived_tree_coefficients.a0_mean_field,0.2542200697729827
derived_tree_coefficients.glauber_t0,0.0
derived_tree_coefficients.glauber_lambda_shift,0.0
derived_tree_coefficients.glauber_mu2_shift_after_lambda_GeV2,0.0
derived_tree_coefficients.lambda_tree_raw_glauber_equivalent,-0.16211223751134185
derived_tree_coefficients.mu2_tree_raw_glauber_equivalent_GeV2,-998.9420826181795
derived_tree_coefficients.combo_TeV2,6.416161616161617
scan_parameters.T_min,1.0
scan_parameters.T_max,250.0
scan_parameters.phi_scan_range,"(-10, 1000.0)"
scan_parameters.n_phi_scan,1200
scan_parameters.n_T_seeds,3
scan_parameters.deltaX_target,0.1
scan_parameters.x_eps,0.001
scan_parameters.T_eps,0.01
scan_parameters.deriv_order,4
scan_parameters.phitol,0.0001
scan_parameters.overlapAngle,45.0
scan_parameters.Tn_Ttol,0.01
scan_parameters.Tn_maxiter,160
scan_parameters.include_zeroT_loops,True
scan_parameters.include_scalar_loops,True
scan_parameters.include_thermal,True
scan_parameters.include_scalar_thermal,True
scan_parameters.include_daisy,True
scan_parameters.renormalize_zeroT_loops,True
scan_parameters.thermal_approx,spline
key_temperatures.Tn,82.17688712363481
key_temperatures.Tc,95.41363508233012
key_temperatures.Ts_false,55.669798046870675
key_temperatures.Ts_true,96.70499804687464
key_temperatures.S_at_Tn,11498.823165024782
key_temperatures.S_over_Tn,139.9277043400883
key_temperatures.false_phase_key,2
key_temperatures.true_phase_key,0
key_temperatures.phi_false_Tn,-5.215979363179423e-05
key_temperatures.phi_true_Tn,225.06002181208027
key_temperatures.vTn_over_Tn,2.7387265408761263
key_temperatures.Tc_minus_Tn_over_Tc,0.13873015054162474
gw_scales.gw_T_star_GeV,82.17688712363481
gw_scales.gw_alpha,0.021552992819967042
gw_scales.gw_beta_over_H,1388.5585521127384
gw_scales.gw_v_w,1.0
gw_scales.gw_g_star,106.75
gw_peaks.sw.f_peak_mHz,22.060720029485164
gw_peaks.sw.f_peak_Hz,0.022060720029485163
gw_peaks.sw.omega_peak,5.403237548497748e-17
gw_peaks.turb.f_peak_mHz,37.19421491395344
gw_peaks.turb.f_peak_Hz,0.03719421491395344
gw_peaks.turb.omega_peak,3.926058978362895e-21
gw_peaks.coll.f_peak_mHz,nan
gw_peaks.coll.f_peak_Hz,nan
gw_peaks.coll.omega_peak,nan
gw_peaks.total.f_peak_mHz,22.060720029485164
gw_peaks.total.f_peak_Hz,0.022060720029485163
gw_peaks.total.omega_peak,5.4035833656984114e-17
gw_run_parameters.g_star,106.75
gw_run_parameters.v_w,1.0
gw_run_parameters.epsilon_turb,1.0
gw_run_parameters.frequency_unit,mHz
S3,11498.819320734114
S3_over_T,139.9276575594082
bounce_diagnostics.label,results_eft68_c6f23p20808_c8f40_f1000_mh125_Glauber_off
bounce_diagnostics.C,nan
bounce_diagnostics.Lambda_GeV,nan
bounce_diagnostics.finiteT,
bounce_diagnostics.temperature_GeV,nan
bounce_diagnostics.phi_metaMin,-5.215979363179423e-05
bounce_diagnostics.phi_absMin,225.06002181208027
bounce_diagnostics.phi_bar,116.54257506753294
bounce_diagnostics.phi_top,77.50113379681478
bounce_diagnostics.V(phi_meta),-118337392.40140527
