quantity,value
label,results_eft68_c6f22p87273_c8f45_f1000_mh125_Glauber_off
model_parameters.c6_over_f2_TeV2,2.8727272727272726
model_parameters.c8_over_f4_TeV4,5.0
model_parameters.f_GeV,1000.0
model_parameters.m_h,125.0
model_parameters.v,246.0
model_parameters.m_w,80.36
model_parameters.m_z,91.19
model_parameters.m_t,173.1
model_parameters.use_glauber_measure,False
model_parameters.C_glauber,0.0
model_parameters.Lambda_glauber,1000.0
derived_tree_coefficients.glauber_scheme,counterterm_subtracted
derived_tree_coefficients.lambda_tree,-0.15913725261316
derived_tree_coefficients.mu2_tree_GeV2,-1185.9510689041153
derived_tree_coefficients.a0_mean_field,0.2557075622220737
derived_tree_coefficients.glauber_t0,0.0
derived_tree_coefficients.glauber_lambda_shift,0.0
derived_tree_coefficients.glauber_mu2_shift_after_lambda_GeV2,0.0
derived_tree_coefficients.lambda_tree_raw_glauber_equivalent,-0.15913725261316
derived_tree_coefficients.mu2_tree_raw_glauber_equivalent_GeV2,-1185.9510689041153
derived_tree_coefficients.combo_TeV2,6.653194545454545
scan_parameters.T_min,1.0
scan_parameters.T_max,250.0
scan_parameters.phi_scan_range,"(-10, 1000.0)"
scan_parameters.n_phi_scan,1200
scan_parameters.n_T_seeds,3
scan_parameters.deltaX_target,0.1
scan_parameters.x_eps,0.001
scan_parameters.T_eps,0.01
scan_parameters.deriv_order,4
scan_parameters.phitol,0.0001
scan_parameters.overlapAngle,45.0
scan_parameters.Tn_Ttol,0.01
scan_parameters.Tn_maxiter,160
scan_parameters.include_zeroT_loops,True
scan_parameters.include_scalar_loops,True
scan_parameters.include_thermal,True
scan_parameters.include_scalar_thermal,True
scan_parameters.include_daisy,True
scan_parameters.renormalize_zeroT_loops,True
scan_parameters.thermal_approx,spline
key_temperatures.Tn,79.12156187722235
key_temperatures.Tc,93.7190559313316
key_temperatures.Ts_false,51.86034121093298
key_temperatures.Ts_true,95.39580273437467
key_temperatures.S_at_Tn,11075.392457101396
key_temperatures.S_over_Tn,139.97944674408404
key_temperatures.false_phase_key,2
key_temperatures.true_phase_key,0
key_temperatures.phi_false_Tn,-2.903235218515521e-05
key_temperatures.phi_true_Tn,227.7603865146884
key_temperatures.vTn_over_Tn,2.8786133780841916
key_temperatures.Tc_minus_Tn_over_Tc,0.1557580143018609
gw_scales.gw_T_star_GeV,79.12156187722235
gw_scales.gw_alpha,0.024860815803406173
gw_scales.gw_beta_over_H,1154.503958902036
gw_scales.gw_v_w,1.0
gw_scales.gw_g_star,106.75
gw_peaks.sw.f_peak_mHz,17.520087879747475
gw_peaks.sw.f_peak_Hz,0.017520087879747476
gw_peaks.sw.omega_peak,1.1689894019832656e-16
gw_peaks.turb.f_peak_mHz,29.99606045250632
gw_peaks.turb.f_peak_Hz,0.029996060452506322
gw_peaks.turb.omega_peak,8.493502516079563e-21
gw_peaks.coll.f_peak_mHz,nan
gw_peaks.coll.f_peak_Hz,nan
gw_peaks.coll.omega_peak,nan
gw_peaks.total.f_peak_mHz,17.520087879747475
gw_peaks.total.f_peak_Hz,0.017520087879747476
gw_peaks.total.omega_peak,1.1690639268465377e-16
gw_run_parameters.g_star,106.75
gw_run_parameters.v_w,1.0
gw_run_parameters.epsilon_turb,1.0
gw_run_parameters.frequency_unit,mHz
S3,11075.396708669909
S3_over_T,139.9795004787224
bounce_diagnostics.label,results_eft68_c6f22p87273_c8f45_f1000_mh125_Glauber_off
bounce_diagnostics.C,nan
bounce_diagnostics.Lambda_GeV,nan
bounce_diagnostics.finiteT,
bounce_diagnostics.temperature_GeV,nan
bounce_diagnostics.phi_metaMin,-2.903235218515521e-05
bounce_diagnostics.phi_absMin,227.7603865146884
bounce_diagnostics.phi_bar,116.8993388386055
bounce_diagnostics.phi_top,78.60084571276411
bounce_diagnostics.V(phi_meta),-101527361.19910783
bounce_diagnostics.V(phi_true),-116368642.60640116
bounce_diagnostics.V(phi_top),-100238700.83919166
bounce_diagnostics.DeltaV_true_minus_meta,-14841281.407293335
bounce_diagnostics.r0,2.8267182273892346e-06
bounce_diagnostics.phi0,221.80845819690654
bounce_diagnostics.dphi0,-0.04737615726077633
bounce_diagnostics.rscale_cubic,0.028267182273892345
