Lambda_GeV,C,include_daisy,phi_limit_GeV,status,output_dir,Tn_GeV,Tc_GeV,Ts_false_GeV,Ts_true_GeV,Tc_minus_Tn_over_Tc,S3_over_Tn,phi_true_Tn_GeV,phi_false_Tn_GeV,vTn_over_Tn,alpha,beta_over_H,omega_total_peak,f_total_peak_mHz,transition_error
1000.0,3.707878787878788,False,519.3226156043371,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f519p323_mh125_Glauber_C3p70788_Lambda1000,68.21246417469372,82.59761784216809,55.75548906249621,92.61984179687474,0.17415942545658258,140.01235812243905,235.65903195189512,-0.00031801660695575975,3.4547796330648137,0.04634126819819702,1131.0480994707605,6.830423532810905e-16,14.79591353904755,
1000.0,3.71,False,519.174131651165,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f519p174_mh125_Glauber_C3p71_Lambda1000,67.92418536904803,82.46191157124457,55.39025664062118,92.55661914062473,0.1762962551460669,139.947133017545,235.82511594478322,-0.0002837975639004722,3.471887291153954,0.047073887810411774,1126.9348192267043,7.179716951611366e-16,14.79591353904755,
1000.0,3.7121212121212124,False,519.0257749881414,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f519p026_mh125_Glauber_C3p71212_Lambda1000,67.64424798049009,82.32581801414696,54.99088398437115,92.49388281249973,0.17833494264380065,139.979554228696,235.9850390689267,-0.00031805313439362405,3.4886194482787265,0.04779066399282071,1109.5414476591543,7.717166710979274e-16,14.348197007390617,
1000.0,3.7142424242424243,False,518.8775454335012,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f518p878_mh125_Glauber_C3p71424_Lambda1000,67.35574470077057,82.18933393584395,54.61631406249611,92.43066015624973,0.18048070868480703,139.98490085818824,236.14705057870046,-0.0003230204993726073,3.5059674809890247,0.04854926498463317,1152.1943749176487,7.468414107711633e-16,14.79591353904755,
1000.0,3.7163636363636363,False,518.7294428058422,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f518p729_mh125_Glauber_C3p71636_Lambda1000,67.05547984459494,82.05245605284321,54.1967101562461,92.36792382812475,0.1827730323951541,139.8401673869598,236.31352579249474,-0.0003115493418266536,3.524149351256085,0.049363050637772916,1246.0666939760424,6.680248237365407e-16,15.977282681122281,
1000.0,3.7184848484848487,False,518.5814669241247,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f518p581_mh125_Glauber_C3p71848_Lambda1000,66.77015531383299,81.91518103029185,53.82107031249606,92.30518749999973,0.1848866782197344,140.07670719759176,236.4695471967568,-0.00028999840340911414,3.541545561565687,0.05013772059511555,1165.2058473012492,7.968456354734264e-16,15.024983774380862,
1000.0,3.7206060606060607,False,518.4336176076704,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f518p434_mh125_Glauber_C3p72061_Lambda1000,66.47003112299538,81.77750548371883,53.46298691405853,92.24245117187473,0.18718441300182517,139.9775645798132,236.63128996689568,-0.0003240765608207221,3.559969597863372,0.0509804658210145,1062.7173855004487,1.0021259290656285e-15,13.49299699644052,
1000.0,3.7227272727272727,False,518.285894676161,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f518p286_mh125_Glauber_C3p72273_Lambda1000,66.17556171796987,81.63942600375054,53.04518242187098,92.17971484374972,0.18941662187911829,140.05065912734634,236.78815568055532,-0.0003028438446070094,3.5781812731671283,0.051817720129086184,1037.4129892593064,1.0988718266143298e-15,13.287283363484955,
1000.0,3.724848484848485,False,518.138297949638,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f518p138_mh125_Glauber_C3p72485_Lambda1000,65.87696397474812,81.50093915824127,52.633700195308464,92.11697851562474,0.19170300790225028,139.9493567508332,236.94503771836884,-0.00032643594192888057,3.5967813849040513,0.052686098437001824,996.5115517633928,1.2455941277837237e-15,12.688769735470949,
1000.0,3.726969696969697,False,517.9908272485011,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f517p991_mh125_Glauber_C3p72697_Lambda1000,65.57721612676686,81.36204146288142,52.23272265624592,92.05424218749972,0.19400724284082568,140.007137056203,237.10037470782933,-0.0002949324869135733,3.6155907297054553,0.05357520611707336,989.6685722678646,1.3212215257324149e-15,12.495317315618713,
