quantity,value
label,results_eft68_c6f20_c8f40_f798p569_mh125_Glauber_C6p27242_Lambda2000
model_parameters.c6_over_f2_TeV2,0.0
model_parameters.c8_over_f4_TeV4,0.0
model_parameters.f_GeV,798.568698836662
model_parameters.m_h,125.0
model_parameters.v,246.0
model_parameters.m_w,80.36
model_parameters.m_z,91.19
model_parameters.m_t,173.1
model_parameters.use_glauber_measure,True
model_parameters.C_glauber,6.2724242424242425
model_parameters.Lambda_glauber,2000.0
derived_tree_coefficients.glauber_scheme,counterterm_subtracted
derived_tree_coefficients.lambda_tree,0.12909808976138543
derived_tree_coefficients.mu2_tree_GeV2,7812.5
derived_tree_coefficients.a0_mean_field,0.3998252334093464
derived_tree_coefficients.glauber_t0,0.09489550636363636
derived_tree_coefficients.glauber_lambda_shift,0.0
derived_tree_coefficients.glauber_mu2_shift_after_lambda_GeV2,0.0
derived_tree_coefficients.lambda_tree_raw_glauber_equivalent,-1.0874062721021636
derived_tree_coefficients.mu2_tree_raw_glauber_equivalent_GeV2,636355.9332530963
derived_tree_coefficients.combo_TeV2,0.0
scan_parameters.T_min,1.0
scan_parameters.T_max,250.0
scan_parameters.phi_scan_range,"(-10.0, 798.568698836662)"
scan_parameters.n_phi_scan,1200
scan_parameters.n_T_seeds,3
scan_parameters.deltaX_target,0.1
scan_parameters.x_eps,0.001
scan_parameters.T_eps,0.01
scan_parameters.deriv_order,4
scan_parameters.phitol,0.0001
scan_parameters.overlapAngle,45.0
scan_parameters.Tn_Ttol,0.01
scan_parameters.Tn_maxiter,160
scan_parameters.include_zeroT_loops,True
scan_parameters.include_scalar_loops,True
scan_parameters.include_thermal,True
scan_parameters.include_scalar_thermal,True
scan_parameters.include_daisy,False
scan_parameters.renormalize_zeroT_loops,True
scan_parameters.thermal_approx,spline
key_temperatures.Tn,82.82204392674355
key_temperatures.Tc,91.48750096469931
key_temperatures.Ts_false,73.39879257812223
key_temperatures.Ts_true,98.29626367187463
key_temperatures.S_at_Tn,11589.470377920405
key_temperatures.S_over_Tn,139.93219472066326
key_temperatures.false_phase_key,1
key_temperatures.true_phase_key,0
key_temperatures.phi_false_Tn,-0.0012117676454804574
key_temperatures.phi_true_Tn,224.2459040464369
key_temperatures.vTn_over_Tn,2.7075630280844476
key_temperatures.Tc_minus_Tn_over_Tc,0.0947173870373763
gw_scales.gw_T_star_GeV,82.82204392674355
gw_scales.gw_alpha,0.023358725763454824
gw_scales.gw_beta_over_H,2323.721336395877
gw_scales.gw_v_w,1.0
gw_scales.gw_g_star,106.75
gw_peaks.sw.f_peak_mHz,37.19421491395344
gw_peaks.sw.f_peak_Hz,0.03719421491395344
gw_peaks.sw.omega_peak,2.4212199378920548e-17
gw_peaks.turb.f_peak_mHz,62.70917817806336
gw_peaks.turb.f_peak_Hz,0.06270917817806336
gw_peaks.turb.omega_peak,1.7592711809954237e-21
gw_peaks.coll.f_peak_mHz,nan
gw_peaks.coll.f_peak_Hz,nan
gw_peaks.coll.omega_peak,nan
gw_peaks.total.f_peak_mHz,37.19421491395344
gw_peaks.total.f_peak_Hz,0.03719421491395344
gw_peaks.total.omega_peak,2.4213748717471376e-17
gw_run_parameters.g_star,106.75
gw_run_parameters.v_w,1.0
gw_run_parameters.epsilon_turb,1.0
gw_run_parameters.frequency_unit,mHz
S3,11589.06196773391
S3_over_T,139.92726354332046
bounce_diagnostics.label,results_eft68_c6f20_c8f40_f798p569_mh125_Glauber_C6p27242_Lambda2000
bounce_diagnostics.C,nan
bounce_diagnostics.Lambda_GeV,nan
bounce_diagnostics.finiteT,
bounce_diagnostics.temperature_GeV,nan
bounce_diagnostics.phi_metaMin,-0.0012117676454804574
bounce_diagnostics.phi_absMin,224.2459040464369
bounce_diagnostics.phi_bar,115.2305792408205
bounce_diagnostics.phi_top,77.48580363076648
bounce_diagnostics.V(phi_meta),-129524918.75642674
bounce_diagnostics.V(phi_true),-141101303.2541595
bounce_diagnostics.V(phi_top),-128713403.69490112
bounce_diagnostics.DeltaV_true_minus_meta,-11576384.497732773
bounce_diagnostics.r0,3.5115998014021378e-06
bounce_diagnostics.phi0,219.4445745967017
bounce_diagnostics.dphi0,-0.04242571819439086
bounce_diagnostics.rscale_cubic,0.03511599801402138
bounce_diagnostics.rscale_curv,0.033448764183800606
bounce_diagnostics.wall_r_hi,0.133751360996448
bounce_diagnostics.wall_thickness,0.09210780042106889
bounce_diagnostics.S_total,11589.06196773391
bounce_diagnostics.S_kin,17367.214884884004
bounce_diagnostics.S_pot,-5778.152917150094
bounce_diagnostics.S_interior,0.0
bounce_diagnostics.S3_over_T,nan
bounce_diagnostics.beta_rscale,28.477049110229263
bounce_diagnostics.beta_curvature,29.896460159705214
bounce_diagnostics.beta_wall,10.856843779012427
bounce_diagnostics.Tn_from_transitionFinder_GeV,82.82204392674355
bounce_diagnostics.Tc_from_transitionFinder_GeV,91.48750096469931
bounce_diagnostics.T_spinodal_high_GeV,nan
bounce_diagnostics.T_spinodal_low_GeV,nan
bounce_diagnostics.gw_T_star_GeV,82.82204392674355
bounce_diagnostics.gw_alpha,0.023358725763454824
bounce_diagnostics.gw_beta_over_H,2323.721336395877
bounce_diagnostics.gw_R_star_times_H,nan
bounce_diagnostics.gw_Gamma_Tstar_GeV4,nan
bounce_diagnostics.gw_dT_for_beta_GeV,nan
bounce_diagnostics.gw_f_sw_peak_Hz,nan
bounce_diagnostics.gw_f_turb_peak_Hz,nan
bounce_diagnostics.gw_f_coll_peak_Hz,nan
bounce_diagnostics.gw_g_star,106.75
bounce_diagnostics.gw_v_w,1.0
bounce_diagnostics.omega_sw_peak,nan
bounce_diagnostics.omega_turb_peak,nan
bounce_diagnostics.omega_coll_peak,nan
bounce_diagnostics.omega_tot_peak,nan
