quantity,value
label,results_eft68_c6f23p24167_c8f40_f1000_mh125_Glauber_C1_Lambda1000
model_parameters.c6_over_f2_TeV2,3.2416666666666667
model_parameters.c8_over_f4_TeV4,0.0
model_parameters.f_GeV,1000.0
model_parameters.m_h,125.0
model_parameters.v,246.0
model_parameters.m_w,80.36
model_parameters.m_z,91.19
model_parameters.m_t,173.1
model_parameters.use_glauber_measure,True
model_parameters.C_glauber,1.0
model_parameters.Lambda_glauber,1000.0
derived_tree_coefficients.glauber_scheme,counterterm_subtracted
derived_tree_coefficients.lambda_tree,-0.16516096023861454
derived_tree_coefficients.mu2_tree_GeV2,-1091.1903348999986
derived_tree_coefficients.a0_mean_field,0.2526957084093464
derived_tree_coefficients.glauber_t0,0.060516
derived_tree_coefficients.glauber_lambda_shift,0.0
derived_tree_coefficients.glauber_mu2_shift_after_lambda_GeV2,0.0
derived_tree_coefficients.lambda_tree_raw_glauber_equivalent,-0.19385961150277783
derived_tree_coefficients.mu2_tree_raw_glauber_equivalent_GeV2,24134.005769459094
derived_tree_coefficients.combo_TeV2,6.483333333333333
scan_parameters.T_min,1.0
scan_parameters.T_max,250.0
scan_parameters.phi_scan_range,"(-10.0, 1000.0)"
scan_parameters.n_phi_scan,1200
scan_parameters.n_T_seeds,3
scan_parameters.deltaX_target,0.1
scan_parameters.x_eps,0.001
scan_parameters.T_eps,0.01
scan_parameters.deriv_order,4
scan_parameters.phitol,0.0001
scan_parameters.overlapAngle,45.0
scan_parameters.Tn_Ttol,0.01
scan_parameters.Tn_maxiter,160
scan_parameters.include_zeroT_loops,True
scan_parameters.include_scalar_loops,True
scan_parameters.include_thermal,True
scan_parameters.include_scalar_thermal,True
scan_parameters.include_daisy,False
scan_parameters.renormalize_zeroT_loops,True
scan_parameters.thermal_approx,spline
key_temperatures.Tn,76.69006630351637
key_temperatures.Tc,92.04559855536344
key_temperatures.Ts_false,47.18633886718258
key_temperatures.Ts_true,94.86862304687467
key_temperatures.S_at_Tn,10734.392677892023
key_temperatures.S_over_Tn,139.9710965877706
key_temperatures.false_phase_key,2
key_temperatures.true_phase_key,0
key_temperatures.phi_false_Tn,-0.00017898462144526046
key_temperatures.phi_true_Tn,229.26854448080888
key_temperatures.vTn_over_Tn,2.9895468283132325
key_temperatures.Tc_minus_Tn_over_Tc,0.16682527456878934
gw_scales.gw_T_star_GeV,76.69006630351637
gw_scales.gw_alpha,0.02883513683694607
gw_scales.gw_beta_over_H,922.1023026316549
gw_scales.gw_v_w,1.0
gw_scales.gw_g_star,106.75
gw_peaks.sw.f_peak_mHz,13.49299699644052
gw_peaks.sw.f_peak_Hz,0.013492996996440519
gw_peaks.sw.omega_peak,2.7762588727881335e-16
gw_peaks.turb.f_peak_mHz,23.10129700083158
gw_peaks.turb.f_peak_Hz,0.02310129700083158
gw_peaks.turb.omega_peak,2.0172859331104815e-20
gw_peaks.coll.f_peak_mHz,nan
gw_peaks.coll.f_peak_Hz,nan
gw_peaks.coll.omega_peak,nan
gw_peaks.total.f_peak_mHz,13.49299699644052
gw_peaks.total.f_peak_Hz,0.013492996996440519
gw_peaks.total.omega_peak,2.776435427213933e-16
gw_run_parameters.g_star,106.75
gw_run_parameters.v_w,1.0
gw_run_parameters.epsilon_turb,1.0
gw_run_parameters.frequency_unit,mHz
S3,10740.120888677446
S3_over_T,140.0457895833765
bounce_diagnostics.label,results_eft68_c6f23p24167_c8f40_f1000_mh125_Glauber_C1_Lambda1000
bounce_diagnostics.C,nan
bounce_diagnostics.Lambda_GeV,nan
bounce_diagnostics.finiteT,
bounce_diagnostics.temperature_GeV,nan
bounce_diagnostics.phi_metaMin,-0.00017898462144526046
bounce_diagnostics.phi_absMin,229.26854448080888
bounce_diagnostics.phi_bar,116.94622778021771
bounce_diagnostics.phi_top,78.35074783011069
bounce_diagnostics.V(phi_meta),-88356045.23138157
bounce_diagnostics.V(phi_true),-104394069.97113448
bounce_diagnostics.V(phi_top),-86995631.92335092
bounce_diagnostics.DeltaV_true_minus_meta,-16038024.739752918
bounce_diagnostics.r0,2.74241437732198e-06
bounce_diagnostics.phi0,223.03062112116072
bounce_diagnostics.dphi0,-0.05072976014745348
bounce_diagnostics.rscale_cubic,0.027424143773219795
bounce_diagnostics.rscale_curv,0.025974854648631536
bounce_diagnostics.wall_r_hi,0.1129391503706934
bounce_diagnostics.wall_thickness,0.07835059779789481
bounce_diagnostics.S_total,10740.120888677446
bounce_diagnostics.S_kin,16113.387907089958
bounce_diagnostics.S_pot,-5373.2670184125145
bounce_diagnostics.S_interior,0.0
bounce_diagnostics.S3_over_T,nan
bounce_diagnostics.beta_rscale,36.464219567595734
bounce_diagnostics.beta_curvature,38.49876833155925
bounce_diagnostics.beta_wall,12.763144482694283
bounce_diagnostics.Tn_from_transitionFinder_GeV,76.69006630351637
bounce_diagnostics.Tc_from_transitionFinder_GeV,92.04559855536344
bounce_diagnostics.T_spinodal_high_GeV,nan
bounce_diagnostics.T_spinodal_low_GeV,nan
bounce_diagnostics.gw_T_star_GeV,76.69006630351637
bounce_diagnostics.gw_alpha,0.02883513683694607
bounce_diagnostics.gw_beta_over_H,922.1023026316549
bounce_diagnostics.gw_R_star_times_H,nan
bounce_diagnostics.gw_Gamma_Tstar_GeV4,nan
bounce_diagnostics.gw_dT_for_beta_GeV,nan
bounce_diagnostics.gw_f_sw_peak_Hz,nan
bounce_diagnostics.gw_f_turb_peak_Hz,nan
bounce_diagnostics.gw_f_coll_peak_Hz,nan
bounce_diagnostics.gw_g_star,106.75
bounce_diagnostics.gw_v_w,1.0
bounce_diagnostics.omega_sw_peak,nan
bounce_diagnostics.omega_turb_peak,nan
bounce_diagnostics.omega_coll_peak,nan
bounce_diagnostics.omega_tot_peak,nan
