quantity,value
label,results_eft68_c6f20_c8f40_f520p515_mh125_Glauber_C3p69091_Lambda1000
model_parameters.c6_over_f2_TeV2,0.0
model_parameters.c8_over_f4_TeV4,0.0
model_parameters.f_GeV,520.5150916074701
model_parameters.m_h,125.0
model_parameters.v,246.0
model_parameters.m_w,80.36
model_parameters.m_z,91.19
model_parameters.m_t,173.1
model_parameters.use_glauber_measure,True
model_parameters.C_glauber,3.690909090909091
model_parameters.Lambda_glauber,1000.0
derived_tree_coefficients.glauber_scheme,counterterm_subtracted
derived_tree_coefficients.lambda_tree,0.12909808976138543
derived_tree_coefficients.mu2_tree_GeV2,7812.5
derived_tree_coefficients.a0_mean_field,0.3998252334093464
derived_tree_coefficients.glauber_t0,0.22335905454545454
derived_tree_coefficients.glauber_lambda_shift,0.0
derived_tree_coefficients.glauber_mu2_shift_after_lambda_GeV2,0.0
derived_tree_coefficients.lambda_tree_raw_glauber_equivalent,-0.44299459350764153
derived_tree_coefficients.mu2_tree_raw_glauber_equivalent_GeV2,93571.45904723575
derived_tree_coefficients.combo_TeV2,0.0
scan_parameters.T_min,1.0
scan_parameters.T_max,250.0
scan_parameters.phi_scan_range,"(-10.0, 520.5150916074701)"
scan_parameters.n_phi_scan,1200
scan_parameters.n_T_seeds,3
scan_parameters.deltaX_target,0.1
scan_parameters.x_eps,0.001
scan_parameters.T_eps,0.01
scan_parameters.deriv_order,4
scan_parameters.phitol,0.0001
scan_parameters.overlapAngle,45.0
scan_parameters.Tn_Ttol,0.01
scan_parameters.Tn_maxiter,160
scan_parameters.include_zeroT_loops,True
scan_parameters.include_scalar_loops,True
scan_parameters.include_thermal,True
scan_parameters.include_scalar_thermal,True
scan_parameters.include_daisy,False
scan_parameters.renormalize_zeroT_loops,True
scan_parameters.thermal_approx,spline
key_temperatures.Tn,70.39143026545997
key_temperatures.Tc,83.66970170299714
key_temperatures.Ts_false,58.63036914062141
key_temperatures.Ts_true,93.12610937499971
key_temperatures.S_at_Tn,9858.747712771425
key_temperatures.S_over_Tn,140.05607892313228
key_temperatures.false_phase_key,1
key_temperatures.true_phase_key,0
key_temperatures.phi_false_Tn,-0.00030557109699507737
key_temperatures.phi_true_Tn,234.3274709607059
key_temperatures.vTn_over_Tn,3.3289204392780594
key_temperatures.Tc_minus_Tn_over_Tc,0.1586986826446583
gw_scales.gw_T_star_GeV,70.39143026545997
gw_scales.gw_alpha,0.041276994600330554
gw_scales.gw_beta_over_H,1122.6371468815323
gw_scales.gw_v_w,1.0
gw_scales.gw_g_star,106.75
gw_peaks.sw.f_peak_mHz,15.25760047357916
gw_peaks.sw.f_peak_Hz,0.01525760047357916
gw_peaks.sw.omega_peak,5.054234351069765e-16
gw_peaks.turb.f_peak_mHz,25.724204392561013
gw_peaks.turb.f_peak_Hz,0.025724204392561015
gw_peaks.turb.omega_peak,3.6723463233112236e-20
gw_peaks.coll.f_peak_mHz,nan
gw_peaks.coll.f_peak_Hz,nan
gw_peaks.coll.omega_peak,nan
gw_peaks.total.f_peak_mHz,15.25760047357916
gw_peaks.total.f_peak_Hz,0.01525760047357916
gw_peaks.total.omega_peak,5.054557615799958e-16
gw_run_parameters.g_star,106.75
gw_run_parameters.v_w,1.0
gw_run_parameters.epsilon_turb,1.0
gw_run_parameters.frequency_unit,mHz
S3,9859.071591713657
S3_over_T,140.06068003637876
bounce_diagnostics.label,results_eft68_c6f20_c8f40_f520p515_mh125_Glauber_C3p69091_Lambda1000
bounce_diagnostics.C,nan
bounce_diagnostics.Lambda_GeV,nan
bounce_diagnostics.finiteT,
bounce_diagnostics.temperature_GeV,nan
bounce_diagnostics.phi_metaMin,-0.00030557109699507737
bounce_diagnostics.phi_absMin,234.3274709607059
bounce_diagnostics.phi_bar,114.77353194663893
bounce_diagnostics.phi_top,78.3571599778047
bounce_diagnostics.V(phi_meta),-69185881.05303754
bounce_diagnostics.V(phi_true),-85301796.4131546
bounce_diagnostics.V(phi_top),-68366455.77306972
bounce_diagnostics.DeltaV_true_minus_meta,-16115915.360117063
bounce_diagnostics.r0,3.5338659884346126e-06
bounce_diagnostics.phi0,227.3959478428458
bounce_diagnostics.dphi0,-0.07691805044422159
bounce_diagnostics.rscale_cubic,0.035338659884346126
bounce_diagnostics.rscale_curv,0.033593207297182646
bounce_diagnostics.wall_r_hi,0.11990585233136358
bounce_diagnostics.wall_thickness,0.08756557276452001
bounce_diagnostics.S_total,9859.071591713657
bounce_diagnostics.S_kin,14774.960787594337
bounce_diagnostics.S_pot,-4915.889195880678
bounce_diagnostics.S_interior,0.0
bounce_diagnostics.S3_over_T,nan
bounce_diagnostics.beta_rscale,28.297620885249454
bounce_diagnostics.beta_curvature,29.767929429598016
bounce_diagnostics.beta_wall,11.420013236128593
bounce_diagnostics.Tn_from_transitionFinder_GeV,70.39143026545997
bounce_diagnostics.Tc_from_transitionFinder_GeV,83.66970170299714
bounce_diagnostics.T_spinodal_high_GeV,nan
bounce_diagnostics.T_spinodal_low_GeV,nan
bounce_diagnostics.gw_T_star_GeV,70.39143026545997
bounce_diagnostics.gw_alpha,0.041276994600330554
bounce_diagnostics.gw_beta_over_H,1122.6371468815323
bounce_diagnostics.gw_R_star_times_H,nan
bounce_diagnostics.gw_Gamma_Tstar_GeV4,nan
bounce_diagnostics.gw_dT_for_beta_GeV,nan
bounce_diagnostics.gw_f_sw_peak_Hz,nan
bounce_diagnostics.gw_f_turb_peak_Hz,nan
bounce_diagnostics.gw_f_coll_peak_Hz,nan
bounce_diagnostics.gw_g_star,106.75
bounce_diagnostics.gw_v_w,1.0
bounce_diagnostics.omega_sw_peak,nan
bounce_diagnostics.omega_turb_peak,nan
bounce_diagnostics.omega_coll_peak,nan
bounce_diagnostics.omega_tot_peak,nan
