quantity,value
label,results_eft68_c6f20_c8f40_f517p255_mh125_Glauber_C3p73758_Lambda1000
model_parameters.c6_over_f2_TeV2,0.0
model_parameters.c8_over_f4_TeV4,0.0
model_parameters.f_GeV,517.2553578625888
model_parameters.m_h,125.0
model_parameters.v,246.0
model_parameters.m_w,80.36
model_parameters.m_z,91.19
model_parameters.m_t,173.1
model_parameters.use_glauber_measure,True
model_parameters.C_glauber,3.7375757575757578
model_parameters.Lambda_glauber,1000.0
derived_tree_coefficients.glauber_scheme,counterterm_subtracted
derived_tree_coefficients.lambda_tree,0.12909808976138543
derived_tree_coefficients.mu2_tree_GeV2,7812.5
derived_tree_coefficients.a0_mean_field,0.3998252334093464
derived_tree_coefficients.glauber_t0,0.22618313454545455
derived_tree_coefficients.glauber_lambda_shift,0.0
derived_tree_coefficients.glauber_mu2_shift_after_lambda_GeV2,0.0
derived_tree_coefficients.lambda_tree_raw_glauber_equivalent,-0.4618425931317612
derived_tree_coefficients.mu2_tree_raw_glauber_equivalent_GeV2,94397.78198733917
derived_tree_coefficients.combo_TeV2,0.0
scan_parameters.T_min,1.0
scan_parameters.T_max,250.0
scan_parameters.phi_scan_range,"(-10.0, 517.2553578625888)"
scan_parameters.n_phi_scan,1200
scan_parameters.n_T_seeds,3
scan_parameters.deltaX_target,0.1
scan_parameters.x_eps,0.001
scan_parameters.T_eps,0.01
scan_parameters.deriv_order,4
scan_parameters.phitol,0.0001
scan_parameters.overlapAngle,45.0
scan_parameters.Tn_Ttol,0.01
scan_parameters.Tn_maxiter,160
scan_parameters.include_zeroT_loops,True
scan_parameters.include_scalar_loops,True
scan_parameters.include_thermal,True
scan_parameters.include_scalar_thermal,True
scan_parameters.include_daisy,True
scan_parameters.renormalize_zeroT_loops,True
scan_parameters.thermal_approx,spline
key_temperatures.Tn,65.08088388410293
key_temperatures.Tc,81.75039954125704
key_temperatures.Ts_false,51.17943320312073
key_temperatures.Ts_true,92.92233789062472
key_temperatures.S_at_Tn,9111.070112880388
key_temperatures.S_over_Tn,139.99610283575015
key_temperatures.false_phase_key,1
key_temperatures.true_phase_key,0
key_temperatures.phi_false_Tn,-0.0003114320248240516
key_temperatures.phi_true_Tn,237.76485613096568
key_temperatures.vTn_over_Tn,3.653374722973663
key_temperatures.Tc_minus_Tn_over_Tc,0.20390745183748601
gw_scales.gw_T_star_GeV,65.08088388410293
gw_scales.gw_alpha,0.05466792856485848
gw_scales.gw_beta_over_H,936.5139494785072
gw_scales.gw_v_w,1.0
gw_scales.gw_g_star,106.75
gw_peaks.sw.f_peak_mHz,11.750555064331126
gw_peaks.sw.f_peak_Hz,0.011750555064331127
gw_peaks.sw.omega_peak,1.557743537016151e-15
gw_peaks.turb.f_peak_mHz,19.81135111804306
gw_peaks.turb.f_peak_Hz,0.01981135111804306
gw_peaks.turb.omega_peak,1.1318021521538592e-19
gw_peaks.coll.f_peak_mHz,nan
gw_peaks.coll.f_peak_Hz,nan
gw_peaks.coll.omega_peak,nan
gw_peaks.total.f_peak_mHz,11.750555064331126
gw_peaks.total.f_peak_Hz,0.011750555064331127
gw_peaks.total.omega_peak,1.5578430965314182e-15
gw_run_parameters.g_star,106.75
gw_run_parameters.v_w,1.0
gw_run_parameters.epsilon_turb,1.0
gw_run_parameters.frequency_unit,mHz
S3,9110.851885558186
S3_over_T,139.9927496649083
bounce_diagnostics.label,results_eft68_c6f20_c8f40_f517p255_mh125_Glauber_C3p73758_Lambda1000
bounce_diagnostics.C,nan
bounce_diagnostics.Lambda_GeV,nan
bounce_diagnostics.finiteT,
bounce_diagnostics.temperature_GeV,nan
bounce_diagnostics.phi_metaMin,-0.0003114320248240516
bounce_diagnostics.phi_absMin,237.76485613096568
bounce_diagnostics.phi_bar,114.25782002748808
bounce_diagnostics.phi_top,78.70022123597454
bounce_diagnostics.V(phi_meta),-51929589.06779084
bounce_diagnostics.V(phi_true),-70608732.0975202
bounce_diagnostics.V(phi_top),-51075677.686454356
bounce_diagnostics.DeltaV_true_minus_meta,-18679143.02972936
