run,c8_over_f4_TeV4,include_daisy,c6_over_f2_TeV2,beta_over_H_raw,beta_over_H_best_fit,fit_degree
run05,2.0,True,3.036363636363636,1271.8117628403386,1234.6680915990046,1
run05,2.0,True,3.04040404040404,1284.5244299980436,1219.5717913827316,1
run05,2.0,True,3.0444444444444443,1090.3394067986933,1204.6600737937822,1
run05,2.0,True,3.0484848484848484,1076.1238785155194,1189.9306819383594,1
run05,2.0,True,3.0525252525252524,1488.550638254573,1175.3813865177322,1
run05,2.0,True,3.0565656565656565,990.6802586183755,1161.0099854908276,1
run05,2.0,True,3.060606060606061,1322.3860672411995,1146.8143037409554,1
run05,2.0,True,3.0646464646464646,1136.824022025787,1132.7921927466016,1
run05,2.0,True,3.0686868686868687,1017.121204511414,1118.941530256243,1
run05,2.0,True,3.0727272727272728,1137.662527499098,1105.2602199671524,1
run05,2.0,True,3.076767676767677,1055.74373530218,1091.7461912081203,1
run05,2.0,True,3.080808080808081,1127.80278234145,1078.3973986260544,1
run05,2.0,True,3.084848484848485,963.5142802599382,1065.2118218764172,1
run05,2.0,True,3.088888888888889,1171.4125145710905,1052.1874653174452,1
run05,2.0,True,3.092929292929293,1288.0986153765475,1039.322357708112,1
run05,2.0,True,3.096969696969697,1111.6272343890378,1026.6145519097727,1
run05,2.0,True,3.101010101010101,969.5453412332664,1014.0621245914695,1
run05,2.0,True,3.105050505050505,1027.180162967421,1001.6631759388341,1
run05,2.0,True,3.109090909090909,884.3257215216554,989.4158293665463,1
run05,2.0,True,3.113131313131313,935.812639690482,977.3182312343179,1
run05,2.0,True,3.117171717171717,936.8341816742808,965.3685505663387,1
run05,2.0,True,3.121212121212121,994.905837240978,953.5649787741628,1
run05,2.0,True,3.125252525252525,1003.7047151813686,941.9057293829717,1
run05,2.0,True,3.129292929292929,805.9564718308488,930.389037761196,1
run05,2.0,True,3.1333333333333333,967.9019520247584,919.0131608534318,1
run05,2.0,True,3.1373737373737374,968.074726880168,907.7763769166398,1
run05,2.0,True,3.141414141414141,779.400595718189,896.6769852595473,1
run05,2.0,True,3.145454545454545,766.4447574910841,885.7133059852488,1
run05,2.0,True,3.1494949494949496,902.7732803874476,874.8836797369627,1
run05,2.0,True,3.1535353535353536,921.3731319936542,864.1864674468784,1
run05,2.0,True,3.1575757575757577,862.2080594220853,853.6200500880861,1
run05,2.0,True,3.1616161616161618,929.2197065497636,843.1828284295345,1
run05,2.0,True,3.1656565656565654,834.2856308014485,832.8732227939888,1
run05,2.0,True,3.169696969696969,848.5748534516043,822.6896728189437,1
run05,2.0,True,3.173737373737373,841.6396169187478,812.6306372204633,1
run05,2.0,True,3.1777777777777776,832.0942822301091,802.6945935599073,1
run05,2.0,True,3.1818181818181817,729.0713039922874,792.8800380135126,1
run05,2.0,True,3.1858585858585857,747.5645175443142,783.1854851447814,1
run05,2.0,True,3.18989898989899,828.017980180597,773.6094676796657,1
run05,2.0,True,3.193939393939394,887.0798738270101,764.1505362844927,1
run05,2.0,True,3.197979797979798,810.0246048688788,754.80725934661,1
run05,2.0,True,3.202020202020202,852.6314522296872,745.5782227577066,1
run05,2.0,True,3.206060606060606,701.4672776725585,736.4620296997903,1
run05,2.0,True,3.21010101010101,885.4347491343688,727.4573004337774,1
run05,2.0,True,3.214141414141414,778.5081095841591,718.5626720906686,1
run05,2.0,True,3.2181818181818183,702.5855480828557,709.7767984652803,1
run05,2.0,True,3.2222222222222223,618.1568144425141,701.0983498124929,1
run05,2.0,True,3.2262626262626264,603.1349286633869,692.5260126459951,1
run05,2.0,True,3.2303030303030305,725.0948934583643,684.0584895394868,1
run05,2.0,True,3.234343434343434,567.9032187048255,675.6944989303161,1
run05,2.0,True,3.238383838383838,555.6697161061946,667.4327749255062,1
run05,2.0,True,3.242424242424242,696.1925456282239,659.2720671101715,1
run05,2.0,True,3.2464646464646463,787.9567837158465,651.2111403582632,1
run05,2.0,True,3.2505050505050503,743.6573977633643,643.2487746456302,1
run05,2.0,True,3.2545454545454544,546.6412068575461,635.383764865371,1
run05,2.0,True,3.2585858585858585,400.6185007392134,627.6149206454384,1
run05,2.0,True,3.2626262626262625,379.6623634044754,619.941066168479,1
run05,2.0,True,3.2666666666666666,827.029390128769,612.3610399938694,1
run05,2.0,True,3.2707070707070707,518.8160243497133,604.8736948819338,1
run05,2.0,True,3.2747474747474747,577.7577599188887,597.477897620308,1
run05,2.0,True,3.278787878787879,474.16197958411743,590.1725288524293,1
run05,2.0,True,3.282828282828283,549.6655874331466,582.9564829081182,1
run05,2.0,True,3.286868686868687,448.6300682451632,575.8286676362371,1
run05,2.0,True,3.290909090909091,557.3876347381462,568.7880042393925,1
run05,2.0,True,3.294949494949495,513.8464152822119,561.8334271106576,1
run05,2.0,True,3.298989898989899,733.1779421986367,554.9638836722946,1
run05,2.0,True,3.3030303030303028,820.952637768786,548.1783342164445,1
run05,2.0,True,3.307070707070707,429.57842608665214,541.4757517477663,1
run05,2.0,True,3.311111111111111,532.7699321538806,534.8551218280038,1
run05,2.0,True,3.315151515151515,692.9875923552491,528.3154424224481,1
run05,2.0,True,3.319191919191919,406.1090841346153,521.8557237482788,1
run05,2.0,True,3.323232323232323,672.768347065985,515.4749881247627,1
run05,2.0,True,3.327272727272727,493.93111372151793,509.17226982527774,1
run05,2.0,True,3.3313131313131312,104.28010548906504,502.94661493115257,1
run05,2.0,True,3.3353535353535357,608.2493524043381,496.7970811872887,1
run05,2.0,True,3.33939393939394,382.7436634442663,490.7227378595539,1
