run,Lambda_GeV,C,f_peak_no_daisy_mHz,f_peak_with_daisy_mHz,f_peak_relative_difference,omega_peak_no_daisy,omega_peak_with_daisy,omega_peak_relative_difference
run03,1000.0,3.78,6.758622895172531,7.525992880893312,0.11353939961184828,1.4213916869032494e-14,9.656653839238198e-15,-0.3206197891675511
run03,1000.0,3.782121212121212,5.535020912234942,5.885836223762919,0.06338102729702673,2.2530459801910144e-14,1.6727163627671386e-14,-0.2575755765866239
run03,1000.0,3.784242424242424,4.820246238000243,5.796101026097705,0.20244915714146403,3.168953106922039e-14,1.8639758877290972e-14,-0.41180073518362925
run03,1000.0,3.7863636363636366,5.285700915310741,6.258886570127066,0.18411667069496157,2.772541733467624e-14,1.6642059510771322e-14,-0.39975440910831445
run03,1000.0,3.788484848484849,5.125758396389326,4.894873258304822,-0.04504409303550944,3.110388066891664e-14,2.890341957958058e-14,-0.07074554820855744
run03,1000.0,3.790606060606061,7.0774188063364125,5.125758396389326,-0.27575878485525895,1.7651498693116183e-14,2.8457596196865524e-14,0.6121915023546163
run03,1000.0,3.792727272727273,4.603122618001695,5.285700915310741,0.14828592543671293,4.4508707200532567e-14,2.8893330237082424e-14,-0.3508386997873373
run03,1000.0,3.794848484848485,5.047611311523601,5.450634229228843,0.07984428531276722,3.9295299168548855e-14,2.8408256672819325e-14,-0.2770571219990429
run03,1000.0,3.796969696969697,4.328761281083057,6.758622895172531,0.5613295481800099,5.74436649934232e-14,1.980910322505206e-14,-0.655155999755238
run03,1000.0,3.799090909090909,3.655688149836193,2.414454445747813,-0.3395348982773594,8.646006903590492e-14,1.6907005116065573e-13,0.9554697682515699
run03,1000.0,3.801212121212121,4.070752787536743,4.532943615001923,0.11353939961184828,7.51809902273602e-14,5.1254965211609664e-14,-0.31824567544793086
run03,1000.0,3.8033333333333337,4.603122618001695,4.463834557965092,-0.03025947201403697,6.371533294538484e-14,5.699838536376468e-14,-0.10542121136489639
run03,1000.0,3.8054545454545456,3.7122854895393615,4.603122618001695,0.23996999448791664,1.0300544720173353e-13,5.816879592685618e-14,-0.4352842737245334
run03,1000.0,3.8075757575757576,4.070752787536743,3.828122453796317,-0.05960330838150561,9.337568534400192e-14,9.167334339604489e-14,-0.01823110525706447
run03,1000.0,3.8096969696969696,4.070752787536743,3.887389420250378,-0.04504409303550964,1.0097090337433037e-13,9.555704391039445e-14,-0.053618015517451274
