quantity,value
label,results_eft68_c6f23p26667_c8f40_f1000_mh125_Glauber_C1_Lambda1000
model_parameters.c6_over_f2_TeV2,3.266666666666667
model_parameters.c8_over_f4_TeV4,0.0
model_parameters.f_GeV,1000.0
model_parameters.m_h,125.0
model_parameters.v,246.0
model_parameters.m_w,80.36
model_parameters.m_z,91.19
model_parameters.m_t,173.1
model_parameters.use_glauber_measure,True
model_parameters.C_glauber,1.0
model_parameters.Lambda_glauber,1000.0
derived_tree_coefficients.glauber_scheme,counterterm_subtracted
derived_tree_coefficients.lambda_tree,-0.1674303102386146
derived_tree_coefficients.mu2_tree_GeV2,-1159.8563271999992
derived_tree_coefficients.a0_mean_field,0.2515610334093464
derived_tree_coefficients.glauber_t0,0.060516
derived_tree_coefficients.glauber_lambda_shift,0.0
derived_tree_coefficients.glauber_mu2_shift_after_lambda_GeV2,0.0
derived_tree_coefficients.lambda_tree_raw_glauber_equivalent,-0.1961289615027779
derived_tree_coefficients.mu2_tree_raw_glauber_equivalent_GeV2,24065.33977715909
derived_tree_coefficients.combo_TeV2,6.533333333333334
scan_parameters.T_min,1.0
scan_parameters.T_max,250.0
scan_parameters.phi_scan_range,"(-10.0, 1000.0)"
scan_parameters.n_phi_scan,1200
scan_parameters.n_T_seeds,3
scan_parameters.deltaX_target,0.1
scan_parameters.x_eps,0.001
scan_parameters.T_eps,0.01
scan_parameters.deriv_order,4
scan_parameters.phitol,0.0001
scan_parameters.overlapAngle,45.0
scan_parameters.Tn_Ttol,0.01
scan_parameters.Tn_maxiter,160
scan_parameters.include_zeroT_loops,True
scan_parameters.include_scalar_loops,True
scan_parameters.include_thermal,True
scan_parameters.include_scalar_thermal,True
scan_parameters.include_daisy,False
scan_parameters.renormalize_zeroT_loops,True
scan_parameters.thermal_approx,spline
key_temperatures.Tn,75.45471816144185
key_temperatures.Tc,91.53610273907917
key_temperatures.Ts_false,44.64352363280738
key_temperatures.Ts_true,94.63956249999968
key_temperatures.S_at_Tn,10566.187820032716
key_temperatures.S_over_Tn,140.0334939615764
key_temperatures.false_phase_key,2
key_temperatures.true_phase_key,0
key_temperatures.phi_false_Tn,-0.0001974278541892372
key_temperatures.phi_true_Tn,230.27866608001133
key_temperatures.vTn_over_Tn,3.0518789505953805
key_temperatures.Tc_minus_Tn_over_Tc,0.17568351826685052
gw_scales.gw_T_star_GeV,75.45471816144185
gw_scales.gw_alpha,0.030787659563676455
gw_scales.gw_beta_over_H,901.4407619081196
gw_scales.gw_v_w,1.0
gw_scales.gw_g_star,106.75
gw_peaks.sw.f_peak_mHz,13.084706031441257
gw_peaks.sw.f_peak_Hz,0.013084706031441257
gw_peaks.sw.omega_peak,3.487463906464342e-16
gw_peaks.turb.f_peak_mHz,22.402263950746985
gw_peaks.turb.f_peak_Hz,0.022402263950746987
gw_peaks.turb.omega_peak,2.533852608541389e-20
gw_peaks.coll.f_peak_mHz,nan
gw_peaks.coll.f_peak_Hz,nan
gw_peaks.coll.omega_peak,nan
gw_peaks.total.f_peak_mHz,13.084706031441257
gw_peaks.total.f_peak_Hz,0.013084706031441257
gw_peaks.total.omega_peak,3.487686559616731e-16
gw_run_parameters.g_star,106.75
gw_run_parameters.v_w,1.0
gw_run_parameters.epsilon_turb,1.0
gw_run_parameters.frequency_unit,mHz
S3,10579.574102045864
S3_over_T,140.21090211231004
bounce_diagnostics.label,results_eft68_c6f23p26667_c8f40_f1000_mh125_Glauber_C1_Lambda1000
bounce_diagnostics.C,nan
bounce_diagnostics.Lambda_GeV,nan
bounce_diagnostics.finiteT,
bounce_diagnostics.temperature_GeV,nan
bounce_diagnostics.phi_metaMin,-0.0001974278541892372
bounce_diagnostics.phi_absMin,230.27866608001133
bounce_diagnostics.phi_bar,117.05753656086355
bounce_diagnostics.phi_top,78.69773993666227
bounce_diagnostics.V(phi_meta),-82740110.23423754
bounce_diagnostics.V(phi_true),-99419547.53709018
bounce_diagnostics.V(phi_top),-81352465.26939948
bounce_diagnostics.DeltaV_true_minus_meta,-16679437.302852646
bounce_diagnostics.r0,2.727398156336475e-06
bounce_diagnostics.phi0,223.85751864141577
bounce_diagnostics.dphi0,-0.05331509361110536
bounce_diagnostics.rscale_cubic,0.027273981563364746
bounce_diagnostics.rscale_curv,0.02581555541572569
bounce_diagnostics.wall_r_hi,0.11121640159099062
bounce_diagnostics.wall_thickness,0.07747763593251814
bounce_diagnostics.S_total,10579.574102045864
bounce_diagnostics.S_kin,15885.95423902232
bounce_diagnostics.S_pot,-5306.380136976455
bounce_diagnostics.S_interior,0.0
bounce_diagnostics.S3_over_T,nan
bounce_diagnostics.beta_rscale,36.66498042013898
bounce_diagnostics.beta_curvature,38.73634383776619
bounce_diagnostics.beta_wall,12.906950347207097
bounce_diagnostics.Tn_from_transitionFinder_GeV,75.45471816144185
bounce_diagnostics.Tc_from_transitionFinder_GeV,91.53610273907917
bounce_diagnostics.T_spinodal_high_GeV,nan
bounce_diagnostics.T_spinodal_low_GeV,nan
bounce_diagnostics.gw_T_star_GeV,75.45471816144185
bounce_diagnostics.gw_alpha,0.030787659563676455
bounce_diagnostics.gw_beta_over_H,901.4407619081196
bounce_diagnostics.gw_R_star_times_H,nan
bounce_diagnostics.gw_Gamma_Tstar_GeV4,nan
bounce_diagnostics.gw_dT_for_beta_GeV,nan
bounce_diagnostics.gw_f_sw_peak_Hz,nan
bounce_diagnostics.gw_f_turb_peak_Hz,nan
bounce_diagnostics.gw_f_coll_peak_Hz,nan
bounce_diagnostics.gw_g_star,106.75
bounce_diagnostics.gw_v_w,1.0
bounce_diagnostics.omega_sw_peak,nan
bounce_diagnostics.omega_turb_peak,nan
bounce_diagnostics.omega_coll_peak,nan
bounce_diagnostics.omega_tot_peak,nan
