quantity,value
label,results_gw_C0_Lambda0_D0p001_mh125
model_parameters.C,3.65
model_parameters.D,0.001
model_parameters.Lambda,1000.0
model_parameters.m_h,125.0
model_parameters.use_glauber_measure,False
scan_parameters.T_min,5.0
scan_parameters.T_max,200.0
scan_parameters.phi_scan_range,"(0.0, 300.0)"
scan_parameters.n_phi_scan,800
scan_parameters.n_T_seeds,2
scan_parameters.deltaX_target,0.1
scan_parameters.x_eps,0.001
scan_parameters.T_eps,0.01
scan_parameters.deriv_order,4
scan_parameters.phitol,1e-05
scan_parameters.overlapAngle,45.0
scan_parameters.Tn_Ttol,0.001
scan_parameters.Tn_maxiter,100
key_temperatures.Tn,166.96602471139016
key_temperatures.Tc,166.98169523537973
key_temperatures.Ts_false,166.61988476562178
key_temperatures.Ts_true,167.02595703124658
key_temperatures.T_spinodal_false_phase,166.61988476562178
key_temperatures.T_spinodal_true_phase,167.02595703124658
key_temperatures.T_spinodal_high_phase,166.61988476562178
key_temperatures.T_spinodal_low_phase,167.02595703124658
key_temperatures.S_at_Tn,22989.50718468401
key_temperatures.S_over_Tn,137.68973193452155
key_temperatures.false_phase_key,1
key_temperatures.true_phase_key,0
gw_scales.gw_T_star_GeV,166.96602471139016
gw_scales.gw_alpha,5.9611100954684854e-05
gw_scales.gw_beta_over_H,2599008.888905038
gw_scales.gw_R_star_times_H,1.127038767596178e-06
gw_scales.gw_nucleation_rate_GeV4,1.3639877911968925e-49
gw_scales.gw_dT_for_beta_GeV,0.0001
gw_scales.gw_f_sw_peak_mHz,83352.27417942649
gw_scales.gw_f_turb_peak_mHz,118447.96857076396
gw_scales.gw_f_coll_peak_mHz,16621.710815897328
gw_scales.gw_f_sw_peak_Hz,83.35227417942649
gw_scales.gw_f_turb_peak_Hz,118.44796857076396
gw_scales.gw_f_coll_peak_Hz,16.621710815897327
gw_scales.gw_g_star,106.75
gw_scales.gw_v_w,1.0
gw_run_parameters.g_star,106.75
gw_run_parameters.v_w,1.0
gw_run_parameters.dT_fraction,0.001
gw_run_parameters.include_sw,True
gw_run_parameters.include_turb,True
gw_run_parameters.include_coll,True
gw_run_parameters.epsilon_turb,1.0
gw_run_parameters.kappa_coll,
gw_run_parameters.beta_over_H_override,
gw_run_parameters.frequency_unit,mHz
gw_thermodynamics.T_star_GeV,166.96602471139016
gw_thermodynamics.alpha,5.9611100954684854e-05
gw_thermodynamics.beta_over_H,2599008.888905038
gw_thermodynamics.R_star_times_H,1.127038767596178e-06
gw_thermodynamics.Gamma_Tstar_GeV4,1.3639877911968925e-49
gw_thermodynamics.dT_for_beta_GeV,0.0001
gw_thermodynamics.S3_Tn,22977.416500797062
gw_thermodynamics.S3_over_Tn,137.61731789754697
gw_thermodynamics.f_sw_peak_mHz,83352.27417942649
gw_thermodynamics.f_turb_peak_mHz,118447.96857076396
gw_thermodynamics.f_coll_peak_mHz,16621.710815897328
gw_thermodynamics.f_sw_peak_Hz,83.35227417942649
gw_thermodynamics.f_turb_peak_Hz,118.44796857076396
gw_thermodynamics.f_coll_peak_Hz,16.621710815897327
gw_peaks.sw.f_peak_mHz,83168.71280363253
gw_peaks.sw.f_peak_Hz,83.16871280363253
gw_peaks.sw.omega_peak,4.351095564860148e-31
gw_peaks.turb.f_peak_mHz,100000.0
gw_peaks.turb.f_peak_Hz,100.0
gw_peaks.turb.omega_peak,2.987689735695027e-35
gw_peaks.coll.f_peak_mHz,nan
gw_peaks.coll.f_peak_Hz,nan
gw_peaks.coll.omega_peak,nan
gw_peaks.total.f_peak_mHz,83168.71280363253
gw_peaks.total.f_peak_Hz,83.16871280363253
gw_peaks.total.omega_peak,4.3513728550250515e-31
